virus.names,proteins,genome.size,genome.type,vector.borne,zoonotic,Nucleotide.records,Nucleotide.records.log,PHB.max,PHB.mean,PHB.median,PubMed.records.log,SRA.records.log
Piscihepevirus A,3,0.00731,(+) ssRNA,No,Not zoonotic,40,1.60205999132796,0.2373376,0.0957225838142857,0.091175504,0,0
Primate T-lymphotropic virus 3,5,0.008918,ssRNA-RT,No,Zoonotic,215,2.33243845991561,0.25106136,0.185526627771429,0.20353576,0.301029995663981,0
Snake atadenovirus A,28,0.027751,dsDNA,No,Not zoonotic,11,1.04139268515823,0.46585321,0.353908251932143,0.41193846815,0,0
Striped Jack nervous necrosis virus,3,0.004528,(+) ssRNA,No,Not zoonotic,164,2.2148438480477,0.5496134,0.439582903214286,0.454163085,1.56820172406699,0
Vaccinia virus,223,0.194711,dsDNA,No,Zoonotic,1856,3.26857797188284,0.62294659,0.497001636,0.532840566,4.01051196273721,1.97772360528885
Aroa virus,1,0.010815,(+) ssRNA,Yes,Zoonotic,22,1.34242268082221,0.9082230342,0.678127744733333,0.7545327,1.53147891704226,0
Bat mastadenovirus A,30,0.031681,dsDNA,No,Not zoonotic,2,0.301029995663981,0.5996669,0.406399552380952,0.4402584,0.477121254719662,0
Bovine gammaherpesvirus 4,79,0.108873,dsDNA,No,Not zoonotic,251,2.39967372148104,0.46370565,0.337265791314286,0.3679519,0.477121254719662,0.477121254719662
Dhori virus,NA,NA,(-) ssRNA,Yes,Zoonotic,17,1.23044892137827,0.8970506547,0.643850463566667,0.7739396,1.41497334797082,0
Enterovirus F,1,0.0073935,(+) ssRNA,No,Not zoonotic,27,1.43136376415899,0.6582612,0.435404274095238,0.58517167,1,0
Equid gammaherpesvirus 2,78,0.184439,dsDNA,No,Not zoonotic,256,2.40823996531185,0.1728816,0.0969784933333333,0.07690799,0.301029995663981,0
Equid gammaherpesvirus 5,79,0.18238,dsDNA,No,Not zoonotic,70,1.84509804001426,0.1728816,0.0969784933333333,0.07690799,0.903089986991944,0
Feline calicivirus,3,0.007683,(+) ssRNA,No,Not zoonotic,1051,3.02160271602824,0.2377408,0.16545824,0.14594269,2.88479536394898,0
Human gammaherpesvirus 8,86,0.137969,dsDNA,No,Zoonotic,3316,3.52061452187824,0.3440868,0.26858533,0.30645189,0.602059991327962,1.93449845124357
Mamastrovirus 17,NA,NA,(+) ssRNA,No,Not zoonotic,2,0.301029995663981,0.5517954,0.330944084533333,0.2792567292,1.7160033436348,0
Marburg marburgvirus,7,0.0191125,(-) ssRNA,No,Zoonotic,322,2.50785587169583,0.63801549,0.43739833,0.3976184,1.17609125905568,0.954242509439325
Molluscum contagiosum virus,163,0.190289,dsDNA,No,Zoonotic,278,2.44404479591808,0.9183874,0.654679156666667,0.744252,2.38381536598043,1.20411998265592
Murid betaherpesvirus 2,167,0.230138,dsDNA,No,Not zoonotic,51,1.70757017609794,0.3196392,0.210759685714286,0.202322,1,0
Norwalk virus,3,0.007518,(+) ssRNA,No,Zoonotic,30214,4.48020822487377,0.6213536,0.4688371732,0.4903416,2.72835378202123,1.93449845124357
Omsk hemorrhagic fever virus,1,0.010787,(+) ssRNA,Yes,Zoonotic,52,1.7160033436348,0.5757387,0.362720392766667,0.4370818783,1.56820172406699,0.477121254719662
Rio Mamore hantavirus,NA,NA,(-) ssRNA,No,Zoonotic,23,1.36172783601759,0.3843137,0.281997833333333,0.2907404,0.602059991327962,0
Sathuperi orthobunyavirus,4,0.012034,(-) ssRNA,Yes,Not zoonotic,28,1.44715803134222,0.40425629,0.290010977980952,0.2578234536,0.301029995663981,0
Semliki Forest virus,3,0.011442,(+) ssRNA,Yes,Zoonotic,87,1.93951925261862,1.249818,0.777094678666667,0.84070317,3.26857797188284,0
Squamate dependoparvovirus 1,2,0.004432,ssDNA,No,Not zoonotic,5,0.698970004336019,0.7540984263,0.5909551218,0.6675112,0,0
Uukuniemi phlebovirus,4,0.011372,(-) ssRNA,Yes,Zoonotic,63,1.79934054945358,0.953518066,0.655775522,0.8129989,0.778151250383644,0
Adeno-associated dependoparvovirus A,2,0.0047195,ssDNA,No,Zoonotic,557,2.74585519517373,0.3355758,0.23409908,0.23503445,0.477121254719662,1.30102999566398
Aichivirus B,NA,NA,(+) ssRNA,No,Not zoonotic,26,1.41497334797082,0.4659527236,0.319884219866667,0.330156066,1.04139268515823,0
Aquareovirus C,12,0.023696,dsRNA,No,Not zoonotic,181,2.25767857486918,0.6001085,0.324412133333333,0.258207,0.778151250383644,0
Barmah Forest virus,4,0.011488,(+) ssRNA,Yes,Zoonotic,59,1.77085201164214,0.65664555,0.4963159144,0.53417072,2,0
Bayou hantavirus,NA,NA,(-) ssRNA,No,Zoonotic,8,0.903089986991944,0.6049904,0.39856544,0.39250885,0.778151250383644,0
Border disease virus,1,0.012333,(+) ssRNA,Yes,Not zoonotic,223,2.34830486304816,0.3393157,0.224093129866667,0.2239778,2.52374646681156,0
Bovine viral diarrhea virus 2,1,0.012255,(+) ssRNA,Yes,Not zoonotic,449,2.65224634100332,0.4063378,0.280887396533333,0.31123887,1.55630250076729,1.32221929473392
Caraparu orthobunyavirus,NA,NA,(-) ssRNA,Yes,Zoonotic,36,1.55630250076729,0.78524049,0.581868352,0.70793085,1.17609125905568,0
Cercopithecine alphaherpesvirus 9,74,0.124784,dsDNA,No,Not zoonotic,22,1.34242268082221,0.2701179,0.1869842,0.2360802,0,0
Changuinola virus,10,0.019771,dsRNA,Yes,Zoonotic,192,2.28330122870355,0.7048798,0.44442148,0.3838559,0.903089986991944,0
Chobar Gorge virus,12,0.017899,dsRNA,Yes,Zoonotic,20,1.30102999566398,0.7048769458,0.4882449896,0.5792929622,0.477121254719662,0
Enterovirus C,1,0.00744,(+) ssRNA,No,Zoonotic,9733,3.98824672337538,0.3355758,0.263066436,0.289306,1.76342799356294,2.44715803134222
Enterovirus J,1,0.007365,(+) ssRNA,No,Not zoonotic,39,1.5910646070265,0.3355758,0.226672785033333,0.2006879,2.55388302664387,0
Eyach virus,13,0.02921,dsRNA,Yes,Zoonotic,87,1.93951925261862,0.5909874,0.44037640944,0.5272685618,1.32221929473392,0
Hepatitis C virus,1,0.009542,(+) ssRNA,Yes,Zoonotic,202515,5.30645719632089,0.5517467,0.45749038488,0.4871700161,4.720258559373,3.36511343162758
Kotonkan ephemerovirus,11,0.015867,(-) ssRNA,Yes,Zoonotic,3,0.477121254719662,0.6113209536,0.46445583584,0.499987735,0.301029995663981,0
Mamastrovirus 18,NA,NA,(+) ssRNA,No,Not zoonotic,1,0,0.5320809,0.355833733333333,0.4067321,1.65321251377534,0
Murid betaherpesvirus 1,161,0.230278,dsDNA,No,Not zoonotic,357,2.55266821611219,0.512808,0.330002526666667,0.32703788,1.27875360095283,0
Orthohepevirus C,NA,NA,(+) ssRNA,No,Not zoonotic,20,1.30102999566398,0.6716035,0.502805356666667,0.6134675,0.954242509439325,0
Parechovirus B,1,0.00759,(+) ssRNA,No,Zoonotic,69,1.83884909073726,1.3241351922,0.69852911688,0.3615154461,0.602059991327962,0
Rotavirus B,13,0.017932,dsRNA,No,Zoonotic,939,2.97266559226611,0.6131954536,0.38783915584,0.3340426598,1.39794000867204,0
SFTS phlebovirus,4,0.01149,(-) ssRNA,Yes,Zoonotic,492,2.69196510276736,0.853087266,0.477076002,0.3296140005,0.903089986991944,0
Shamonda orthobunyavirus,4,0.012104,(-) ssRNA,Yes,Not zoonotic,20,1.30102999566398,0.3490235236,0.267872119866667,0.31123887,0.301029995663981,0
Tembusu virus,1,0.01099,(+) ssRNA,Yes,Zoonotic,161,2.20682587603185,0.441919,0.3657444568,0.402530421,2.2380461031288,0
Thogoto virus,7,0.010461,(-) ssRNA,No,Zoonotic,62,1.79239168949825,0.4647284536,0.35256243584,0.3943178598,2.00432137378264,0.301029995663981
Turlock orthobunyavirus,NA,NA,(-) ssRNA,Yes,Not zoonotic,11,1.04139268515823,0.8191524,0.5086054762,0.4276553286,0.301029995663981,0
African swine fever virus,152,0.170101,dsDNA,Yes,Not zoonotic,3232,3.50947135210255,0.1827564,0.1167438276,0.1238977345,3.03221570329798,0
Avastrovirus 2,NA,NA,(+) ssRNA,No,Not zoonotic,155,2.19033169817029,0.91707947,0.56178228168,0.4044846171,0.602059991327962,0
Bagaza virus,1,0.010941,(+) ssRNA,Yes,Zoonotic,12,1.07918124604762,0.4056716922,0.293122412766667,0.3049076461,1.43136376415899,0
Bakau orthobunyavirus,NA,NA,(-) ssRNA,Yes,Zoonotic,1,0,0.5154721,0.374273516666667,0.39786485,0,0
Barfin flounder nervous necrosis virus,3,0.004534,(+) ssRNA,No,Not zoonotic,72,1.85733249643127,0.570388,0.38076148,0.5435827,1.20411998265592,0
Bat hepatitis virus,4,0.00323,dsDNA-RT,No,Not zoonotic,11,1.04139268515823,0.4458786292,0.33008903692,0.3639612631,0.602059991327962,0
Bat mastadenovirus B,30,0.031616,dsDNA,No,Not zoonotic,2,0.301029995663981,0.5468154,0.42701912,0.502044,0,0.301029995663981
Bovine leukemia virus,6,0.008419,ssRNA-RT,No,Zoonotic,1259,3.10002573010786,0.6819517536,0.436458593133333,0.4427062598,3.11958577496178,2.11727129565576
Corriparta virus,NA,NA,dsRNA,Yes,Zoonotic,24,1.38021124171161,0.867912466,0.659786468,0.77074307,0.845098040014257,0
Dugbe nairovirus,3,0.018859,(-) ssRNA,No,Zoonotic,98,1.99122607569249,0.5383730536,0.355273828133333,0.3706534948,0.845098040014257,0
El Moro Canyon hantavirus,NA,NA,(-) ssRNA,No,Not zoonotic,33,1.51851393987789,0.3263903,0.25541672,0.26336885,0.301029995663981,0
Falcon aviadenovirus A,NA,NA,dsDNA,No,Not zoonotic,10,1,0.135997,0.1200778,0.1231618,0,0
Flanders virus,8,0.012994,(-) ssRNA,No,Not zoonotic,107,2.02938377768521,0.4335549,0.30182867444,0.307131015,1.25527250510331,0
Fowl aviadenovirus A,38,0.043804,dsDNA,No,Not zoonotic,118,2.07188200730613,0.350104402,0.2515419608,0.219121051,0.778151250383644,0
Fowl aviadenovirus D,31,0.045063,dsDNA,No,Not zoonotic,264,2.42160392686983,0.4083002922,0.31522959688,0.3567935961,0.602059991327962,0
Human coronavirus 229E,8,0.027317,(+) ssRNA,No,Zoonotic,415,2.61804809671209,0.43677819,0.2729261411,0.2806401411,2.26717172840301,0.301029995663981
Human parainfluenza virus 3,8,0.015462,(-) ssRNA,No,Zoonotic,1188,3.07481644064517,0.6666714,0.42690865,0.4379882,2.00860017176192,0.477121254719662
Influenza B virus,11,0.014452,(-) ssRNA,No,Zoonotic,60316,4.78043253253796,0.24497379,0.137815321666667,0.137256815,3.13193929521042,2.62428209583567
Kokobera virus,1,0.010874,(+) ssRNA,Yes,Zoonotic,88,1.94448267215017,0.652043866,0.472785101333333,0.55331737,1.11394335230684,0
Laguna Negra hantavirus,NA,NA,(-) ssRNA,No,Zoonotic,33,1.51851393987789,1.3650421922,0.897411212766666,0.8447901961,0.477121254719662,0
Lambdapapillomavirus 1,7,0.0083,dsDNA,No,Not zoonotic,25,1.39794000867204,0.1806989,0.14815466,0.161491425,0.778151250383644,0
Macacine gammaherpesvirus 5,89,0.133719,dsDNA,No,Not zoonotic,223,2.34830486304816,0.24263709,0.203856676,0.21247005,0,0.778151250383644
Mokola lyssavirus,5,0.01194,(-) ssRNA,No,Zoonotic,117,2.06818586174616,0.69191195,0.539941058333333,0.532981775,0.301029995663981,0
Myxoma virus,170,0.161773,dsDNA,Yes,Not zoonotic,513,2.71011736511182,0.4950368,0.28433036,0.1843697,2.67577834167409,0
Ngaingan virus,15,0.015764,(-) ssRNA,No,Not zoonotic,3,0.477121254719662,0.652043866,0.4230933864,0.607854483,0.301029995663981,0
O'nyong-nyong virus,3,0.011835,(+) ssRNA,Yes,Zoonotic,22,1.34242268082221,0.3982044536,0.285189528133333,0.3005691948,1.83884909073726,0.301029995663981
Orthohepevirus D,NA,NA,(+) ssRNA,No,Not zoonotic,2,0.301029995663981,0.5501058159,0.43466928636,0.47435145795,0.602059991327962,0
Orungo virus,NA,NA,dsRNA,Yes,Zoonotic,11,1.04139268515823,0.3982044536,0.285189528133333,0.3005691948,1.23044892137827,0
Palyam virus,11,0.018915,dsRNA,Yes,Zoonotic,113,2.05307844348342,0.2296243196,0.185456611466667,0.193738753,1,0
Pipapillomavirus 2,7,0.0074515,dsDNA,No,Not zoonotic,12,1.07918124604762,0.3196392,0.27449008,0.2764566,0.477121254719662,0
Porcine rubulavirus,9,0.01518,(-) ssRNA,No,Not zoonotic,87,1.93951925261862,0.5103272,0.42921248,0.44930385,1.64345267648619,0
Primate tetraparvovirus 1,2,0.005268,ssDNA,No,Zoonotic,279,2.4456042032736,0.3024947,0.242762016666667,0.2909648,0.301029995663981,0
Rabbit hemorrhagic disease virus,2,0.007437,(+) ssRNA,No,Not zoonotic,859,2.93399316383124,0.4615237,0.254758788,0.1910456,2.35793484700045,0
Raptor siadenovirus A,23,0.026284,dsDNA,No,Not zoonotic,2,0.301029995663981,0.4444397,0.3349142032,0.3416523,0,0
Rhinolophus bat coronavirus HKU2,8,0.027165,(+) ssRNA,No,Not zoonotic,10,1,0.1753226,0.14966876,0.14790465,0.477121254719662,0
Rotavirus C,11,0.01791,dsRNA,No,Zoonotic,2078,3.31764554322116,0.458179536,0.356247536333333,0.362935268,1.54406804435028,0
Saboya virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,10,1,0.8568183844,0.51393195376,0.3538520422,0.477121254719662,0
Salmon pancreas disease virus,3,0.0119095,(+) ssRNA,No,Not zoonotic,305,2.48429983934679,0.6248482158,0.38234404632,0.4920214,1.54406804435028,0
Sapporo virus,2,0.007458,(+) ssRNA,No,Zoonotic,2898,3.46209838113516,0.6060917,0.495866247933333,0.5003059146,1.34242268082221,0.301029995663981
Simian hemorrhagic fever virus,15,0.015717,(+) ssRNA,No,Not zoonotic,54,1.73239375982297,0.3266536922,0.24984543688,0.2632895,1.79934054945358,1.38021124171161
Tacaiuma orthobunyavirus,NA,NA,(-) ssRNA,Yes,Zoonotic,1,0,0.60323069,0.434610313333333,0.427362115,0.301029995663981,0
Tremovirus A,1,0.007055,(+) ssRNA,No,Not zoonotic,45,1.65321251377534,0.4083002922,0.27186215768,0.2154779981,0.301029995663981,0
Tyuleniy virus,1,0.010673,(+) ssRNA,Yes,Zoonotic,9,0.954242509439325,0.9142512,0.5391782,0.5482602,0.954242509439325,0
Uganda S virus,NA,NA,(+) ssRNA,Yes,Zoonotic,6,0.778151250383644,0.8770107,0.574715133333333,0.57285565,0.845098040014257,0
Adeno-associated dependoparvovirus B,2,0.004642,ssDNA,No,Zoonotic,38,1.57978359661681,0.341250336,0.288839137333333,0.32233314,2.62013605497376,0
Alagoas vesiculovirus,5,0.01107,(-) ssRNA,Yes,Zoonotic,3,0.477121254719662,0.688381936,0.542752470666667,0.59862514,0.477121254719662,0
Alcelaphine gammaherpesvirus 2,70,0.13709,dsDNA,No,Not zoonotic,7,0.845098040014257,0.2614004,0.16723782095,0.1692212,0,0
Aquareovirus G,12,0.023576,dsRNA,No,Not zoonotic,26,1.41497334797082,0.258207,0.214561228333333,0.226180895,0.477121254719662,0
Avastrovirus 3,3,0.007355,(+) ssRNA,No,Zoonotic,371,2.56937390961505,0.3320570342,0.281026889466667,0.295620142,0.477121254719662,0
Banzi virus,NA,NA,(+) ssRNA,Yes,Zoonotic,5,0.698970004336019,0.596405566,0.529800377333333,0.580809566,1.36172783601759,0
Bovine papular stomatitis virus,131,0.134431,dsDNA,No,Zoonotic,66,1.81954393554187,0.390431266,0.334062110666667,0.3901676,1.7481880270062,0
Cabassou virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,3,0.477121254719662,0.88818437,0.667769062766667,0.8835264922,0.301029995663981,0
Cacipacore virus,1,0.010284,(+) ssRNA,Yes,Zoonotic,8,0.903089986991944,0.9180012,0.69583198,0.84663477,0.903089986991944,0
Cercopithecine betaherpesvirus 5,130,0.226144,dsDNA,No,Zoonotic,497,2.69635638873333,0.21794749,0.204867326666667,0.21140909,0,0
Chelonid alphaherpesvirus 5,15,0.022947,dsDNA,Yes,Not zoonotic,190,2.27875360095283,0.11736675,0.07957229,0.085792375,0.903089986991944,0
Dakar bat virus,NA,NA,(+) ssRNA,Yes,Zoonotic,4,0.602059991327962,0.3957686,0.2974846,0.3669203,0.477121254719662,0
Ectromelia virus,173,0.209771,dsDNA,No,Not zoonotic,148,2.17026171539496,0.6517251,0.475185215,0.500207215,2.65991620006985,0
Enterovirus G,1,0.007388,(+) ssRNA,No,Zoonotic,357,2.55266821611219,0.3379292536,0.231520415066667,0.3368451226,1.30102999566398,0
Equid alphaherpesvirus 9,80,0.148371,dsDNA,No,Not zoonotic,47,1.67209785793572,1.31953596,0.806229095733334,0.8363557624,0.301029995663981,0
Equine arteritis virus,10,0.012704,(+) ssRNA,No,Not zoonotic,959,2.98181860717066,0.4357646548,0.250781029066667,0.2555003624,2.65030752313194,0
Equine encephalosis virus,NA,NA,dsRNA,Yes,Not zoonotic,155,2.19033169817029,0.5904714648,0.328134434066667,0.3328537674,1.63346845557959,0
Fort Morgan virus,3,0.011381,(+) ssRNA,Yes,Not zoonotic,878,2.9434945159061,0.9221212,0.725243183333333,0.87133625,1,0
Gallid alphaherpesvirus 1,79,0.148687,dsDNA,No,Not zoonotic,677,2.83058866868514,0.2243208922,0.177393912766667,0.1770671461,0.903089986991944,0
Getah virus,3,0.011597,(+) ssRNA,Yes,Zoonotic,81,1.90848501887865,0.32233314,0.304119093333333,0.31123887,2.01703333929878,0
Guajara orthobunyavirus,NA,NA,(-) ssRNA,Yes,Not zoonotic,3,0.477121254719662,0.62115147,0.489871683333333,0.5894333,0,0
Human alphaherpesvirus 2,77,0.154675,dsDNA,No,Zoonotic,7987,3.90238368443247,0.113435,0.0849110666666667,0.1097963,0.301029995663981,1.95904139232109
Human mastadenovirus B,38,0.035343,dsDNA,No,Zoonotic,2559,3.40807028588719,0.113435,0.0849110666666667,0.1097963,0.698970004336019,0.477121254719662
Human mastadenovirus C,36,0.0359375,dsDNA,No,Zoonotic,1972,3.29490691060519,0.113435,0.0849110666666667,0.1097963,0.698970004336019,0.778151250383644
Human mastadenovirus E,38,0.036519,dsDNA,No,Zoonotic,440,2.64345267648619,0.113435,0.0849110666666667,0.1097963,0.477121254719662,0.477121254719662
Khabarovsk hantavirus,NA,NA,(-) ssRNA,No,Not zoonotic,44,1.64345267648619,0.2118566783,0.15139163915,0.15095513915,0.301029995663981,0
Koutango virus,NA,NA,(+) ssRNA,Yes,Zoonotic,5,0.698970004336019,0.3950252922,0.347351928133333,0.3566747922,0.954242509439325,0
Macaca mulatta polyomavirus 1,7,0.005243,dsDNA,No,Zoonotic,565,2.75204844781944,0.24263709,0.193401926666667,0.23977339,0.301029995663981,0
Madrid orthobunyavirus,NA,NA,(-) ssRNA,Yes,Zoonotic,4,0.602059991327962,0.53162227,0.467942913333333,0.48802337,0.903089986991944,0
Mamastrovirus 15,NA,NA,(+) ssRNA,No,Not zoonotic,1,0,0.5895621922,0.462843579433333,0.4311088961,1.82607480270083,0
Modoc virus,1,0.0106,(+) ssRNA,Yes,Zoonotic,16,1.20411998265592,0.5639460371,0.466599064733333,0.46951686,1.41497334797082,0
Oliveros mammarenavirus,4,0.010719,(-) ssRNA,No,Not zoonotic,7,0.845098040014257,0.6004485,0.433409133333333,0.4511658,0,0
Oriboca orthobunyavirus,NA,NA,(-) ssRNA,Yes,Zoonotic,13,1.11394335230684,0.6715253674,0.6323943116,0.62294659,0.845098040014257,0
Patois orthobunyavirus,NA,NA,(-) ssRNA,Yes,Zoonotic,0,-Inf,0.53204477,0.46822458,0.48802337,0.477121254719662,0
Pichinde mammarenavirus,4,0.010416,(-) ssRNA,No,Zoonotic,33,1.51851393987789,0.4175233,0.322768066666667,0.4136901,0,0
Prospect Hill hantavirus,NA,NA,(-) ssRNA,No,Zoonotic,21,1.32221929473392,0.32258,0.293957266666667,0.3225412,0.602059991327962,0
Royal Farm virus,1,0.010653,(+) ssRNA,Yes,Not zoonotic,11,1.04139268515823,0.605422266,0.478738366333333,0.563960983,0.477121254719662,0
Sakhalin nairovirus,NA,NA,(-) ssRNA,No,Not zoonotic,23,1.36172783601759,0.2979383,0.23092102735,0.24000302735,0.903089986991944,0
Salmonid herpesvirus 2,NA,NA,dsDNA,No,Not zoonotic,10,1,0.0877554,0.0796585666666667,0.0814569,0.477121254719662,0
Tanapox virus,152,0.144575,dsDNA,No,Zoonotic,16,1.20411998265592,0.2481822,0.189715333333333,0.2411642,1.36172783601759,0
Thailand hantavirus,NA,NA,(-) ssRNA,No,Zoonotic,35,1.54406804435028,0.1543633,0.104430486666667,0.15355413,0.301029995663981,0
Tonate virus,NA,NA,(+) ssRNA,Yes,Zoonotic,4,0.602059991327962,0.3001198,0.263684666666667,0.2782879,0.778151250383644,0
Wallal virus,10,0.01918,dsRNA,Yes,Not zoonotic,44,1.64345267648619,0.1076951,0.0912727833333333,0.09879245,0.954242509439325,0.301029995663981
Warrego virus,NA,NA,dsRNA,Yes,Not zoonotic,27,1.43136376415899,0.1076951,0.0912727833333333,0.09879245,0.698970004336019,0
Yaba monkey tumor virus,140,0.134721,dsDNA,No,Zoonotic,15,1.17609125905568,0.2440279,0.194329133333333,0.2411642,1.25527250510331,0
Zegla orthobunyavirus,NA,NA,(-) ssRNA,Yes,Zoonotic,0,-Inf,0.53204477,0.46822458,0.48802337,0.301029995663981,0
Acipenserid herpesvirus 2,NA,NA,dsDNA,No,Not zoonotic,13,1.11394335230684,0.05019314,0.0374664733333333,0.04944969,0.698970004336019,0
Alphapapillomavirus 10,9,0.007902,dsDNA,No,Zoonotic,2334,3.36810085170935,0,0,0,3.00560944536028,0
Alphapapillomavirus 12,8,0.008028,dsDNA,No,Not zoonotic,39,1.5910646070265,0.2164439,0.1759398,0.2135802,2.92839585225671,0
Ambystoma tigrinum virus,95,0.106332,dsDNA,No,Not zoonotic,249,2.39619934709574,0.15037853,0.104604473333333,0.14057571,1.46239799789896,1.20411998265592
Aravan lyssavirus,5,0.011918,(-) ssRNA,No,Not zoonotic,3,0.477121254719662,0.52520001,0.352932526666667,0.52282358,1.20411998265592,0
Ateline gammaherpesvirus 3,71,0.108409,dsDNA,No,Not zoonotic,28,1.44715803134222,0.220594,0.197423533333333,0.2012401,0,0
Avian leukosis virus,3,0.0073875,ssRNA-RT,No,Not zoonotic,904,2.95616843047536,0.1943597,0.151189466666667,0.1716282,3.00817418400643,0
Avihepatovirus A,1,0.007711,(+) ssRNA,No,Not zoonotic,592,2.77232170672292,0.4180199,0.320805828,0.400668942,1.23044892137827,0
Banna virus,12,0.020682,dsRNA,No,Zoonotic,201,2.30319605742049,0,0,0,1.56820172406699,0
Betapapillomavirus 1,8,0.007746,dsDNA,No,Zoonotic,299,2.47567118832443,0,0,0,0.301029995663981,0.477121254719662
Bovine gammaherpesvirus 6,79,0.144898,dsDNA,No,Not zoonotic,14,1.14612803567824,0.1842293,0.138539910666667,0.165974766,0.903089986991944,0
Bovine immunodeficiency virus,5,0.008482,ssRNA-RT,No,Not zoonotic,134,2.12710479836481,0.165974766,0.110651484066667,0.1653826601,2.26951294421792,0
Bovine torovirus,6,0.028475,(+) ssRNA,No,Zoonotic,135,2.13033376849501,0,0,0,1.57978359661681,0
Candiru phlebovirus,4,0.012495,(-) ssRNA,Yes,Zoonotic,48,1.68124123737559,0,0,0,0.301029995663981,0
Capim orthobunyavirus,NA,NA,(-) ssRNA,Yes,Not zoonotic,6,0.778151250383644,0.5772292,0.543497466666667,0.5459051,0.301029995663981,0
Chenuda virus,12,0.01791,dsRNA,Yes,Not zoonotic,29,1.46239799789896,0.371617,0.327409,0.3113418,0.301029995663981,0
Cyprinid herpesvirus 1,143,0.291144,dsDNA,No,Not zoonotic,11,1.04139268515823,0.2711558011,0.2293238274,0.26649903,1,0
Cyprinid herpesvirus 2,154,0.290304,dsDNA,No,Not zoonotic,35,1.54406804435028,0.0129028129,0.00860324533333333,0.0129019751,1.77815125038364,0.477121254719662
Edge Hill virus,NA,NA,(+) ssRNA,Yes,Zoonotic,18,1.25527250510331,0,0,0,0.954242509439325,0
Entebbe bat virus,1,0.01051,(+) ssRNA,Yes,Not zoonotic,8,0.903089986991944,0.4170685,0.311684533333333,0.3882202,0.954242509439325,0
Enterovirus D,1,0.00739,(+) ssRNA,No,Zoonotic,2323,3.36604920980024,0,0,0,1.50514997831991,1.72427586960079
Equine rhinitis A virus,2,0.007734,(+) ssRNA,No,Zoonotic,46,1.66275783168157,0,0,0,1.66275783168157,0
European bat 2 lyssavirus,5,0.01193,(-) ssRNA,No,Zoonotic,72,1.85733249643127,0,0,0,2.01703333929878,0
European brown hare syndrome virus,2,0.007442,(+) ssRNA,No,Not zoonotic,151,2.17897694729317,0.1604675,0.135561133333333,0.1571351,1.54406804435028,0
Flexal mammarenavirus,4,0.010448,(-) ssRNA,No,Zoonotic,6,0.778151250383644,0,0,0,0,0
Fowl aviadenovirus B,31,0.045063,dsDNA,No,Not zoonotic,20,1.30102999566398,0.400668942,0.361803761333333,0.3804928,0,0
Fowl aviadenovirus E,46,0.044055,dsDNA,No,Not zoonotic,238,2.37657695705651,0.3946911,0.368456533333333,0.3804928,0.602059991327962,0
Gadgets Gully virus,NA,NA,(+) ssRNA,Yes,Zoonotic,7,0.845098040014257,0,0,0,0.301029995663981,0
Ground squirrel hepatitis virus,4,0.003311,dsDNA-RT,No,Not zoonotic,28,1.44715803134222,0.4123551922,0.281595648133333,0.39612928,1.7481880270062,0
Guanarito mammarenavirus,4,0.010424,(-) ssRNA,No,Zoonotic,118,2.07188200730613,0,0,0,0.602059991327962,0.954242509439325
Gull circovirus,3,0.002035,ssDNA,No,Not zoonotic,8,0.903089986991944,0.01483978,0.0118474898,0.0136895047,0.301029995663981,0
Hughes nairovirus,NA,NA,(-) ssRNA,No,Zoonotic,24,1.38021124171161,0,0,0,0.903089986991944,0
Human mastadenovirus F,34,0.034214,dsDNA,No,Zoonotic,998,2.99913054128737,0,0,0,0.301029995663981,0
Human mastadenovirus G,35,0.03445,dsDNA,No,Zoonotic,103,2.01283722470517,0,0,0,0.602059991327962,0
Human metapneumovirus,9,0.013335,(-) ssRNA,No,Zoonotic,7481,3.87395965474335,0,0,0,3.20384846374623,0.698970004336019
Human respiratory syncytial virus,11,0.015225,(-) ssRNA,No,Zoonotic,16155,4.20830696235366,0,0,0,3.06781451116184,2.41161970596323
Influenza C virus,9,0.012555,(-) ssRNA,No,Zoonotic,2071,3.31618009889345,0,0,0,2.52504480703685,0.778151250383644
Kaeng Khoi orthobunyavirus,12,0.020985,(-) ssRNA,Yes,Zoonotic,15,1.17609125905568,0,0,0,0.602059991327962,0
Khujand lyssavirus,5,0.011903,(-) ssRNA,No,Not zoonotic,2,0.301029995663981,0.52704661,0.354163593333333,0.52467018,1.14612803567824,0
Machupo mammarenavirus,4,0.010635,(-) ssRNA,No,Zoonotic,124,2.09342168516224,0,0,0,0.477121254719662,0.698970004336019
Macropodid alphaherpesvirus 2,NA,NA,dsDNA,No,Not zoonotic,3,0.477121254719662,0.372954,0.289103933333333,0.3616649,0,0
Mamastrovirus 13,3,0.00644,(+) ssRNA,No,Not zoonotic,12,1.07918124604762,0.2483870536,0.2395417464,0.240613866,1.72427586960079,0
Meaban virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,5,0.698970004336019,0.0051208647,0.00341937126666667,0.0029346469,0.903089986991944,0
Melegrivirus A,1,0.009075,(+) ssRNA,No,Not zoonotic,5,0.698970004336019,0.3320570342,0.277688489466667,0.304249542,0.698970004336019,0
